model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 CL Class,2019.0,26480,Semi-Auto,14789.0,Diesel,145.0,51.4,2.2
 A Class,2016.0,21998,Semi-Auto,17171.0,Petrol,165.0,45.6,2.0
 C Class,2014.0,8200,Manual,80047.0,Diesel,160.0,52.3,2.1
 C Class,2019.0,23680,Semi-Auto,3436.0,Petrol,145.0,44.1,1.5
 GLE Class,2017.0,29799,Semi-Auto,28719.0,Diesel,145.0,47.9,2.1
 A Class,2016.0,13200,Manual,50521.0,Diesel,20.0,68.9,1.5
 C Class,2017.0,17999,Automatic,49859.0,Hybrid,135.0,78.5,2.1
 GLC Class,2019.0,34946,Automatic,10387.0,Diesel,145.0,44.8,2.0
 GLA Class,2016.0,16591,Semi-Auto,48808.0,Diesel,125.0,56.5,2.1
 A Class,2013.0,9480,Semi-Auto,63922.0,Diesel,30.0,65.7,1.8
 E Class,2019.0,42650,Automatic,7730.0,Diesel,145.0,45.6,3.0
 CLS Class,2018.0,34390,Automatic,16568.0,Diesel,145.0,48.7,2.9
 GLC Class,2016.0,22500,Semi-Auto,26789.0,Diesel,125.0,56.5,2.1
 A Class,2015.0,10490,Manual,82000.0,Diesel,30.0,62.8,2.1
 X-CLASS,2019.0,25926,Automatic,9772.0,Diesel,260.0,35.8,2.3
 A Class,2019.0,24669,Semi-Auto,1000.0,Diesel,145.0,65.7,1.5
 C Class,2019.0,34790,Automatic,3000.0,Diesel,145.0,61.4,2.0
 A Class,2019.0,19493,Automatic,2869.0,Petrol,145.0,28.5,1.3
 A Class,2019.0,20980,Semi-Auto,9767.0,Petrol,145.0,53.3,1.3
 V Class,2019.0,38949,Automatic,11588.0,Diesel,145.0,45.6,2.2
 C Class,2016.0,22890,Semi-Auto,20077.0,Diesel,20.0,67.3,2.1
 A Class,2016.0,17749,Semi-Auto,42958.0,Diesel,20.0,67.3,2.1
 A Class,2013.0,10980,Semi-Auto,33876.0,Diesel,30.0,65.7,1.8
 E Class,2018.0,25500,Automatic,11534.0,Diesel,145.0,61.4,2.0
 E Class,2016.0,18872,Semi-Auto,15758.0,Diesel,125.0,58.9,2.1
 GL Class,2015.0,31998,Semi-Auto,36281.0,Diesel,330.0,36.2,3.0
 GLA Class,2019.0,23250,Semi-Auto,11005.0,Diesel,145.0,67.3,2.1
 A Class,2019.0,25701,Automatic,11000.0,Diesel,150.0,56.5,2.0
 A Class,2014.0,12000,Manual,43937.0,Diesel,20.0,70.6,1.5
 SL CLASS,2016.0,18698,Semi-Auto,35595.0,Diesel,30.0,70.6,2.1
 B Class,2019.0,22500,Semi-Auto,13491.0,Petrol,145.0,45.6,1.3
 C Class,2019.0,24199,Automatic,3250.0,Petrol,145.0,44.1,1.5
 C Class,2020.0,35980,Semi-Auto,9.0,Diesel,145.0,55.4,2.0
 GLA Class,2019.0,23399,Semi-Auto,13400.0,Diesel,145.0,67.3,2.1
 E Class,2018.0,55749,Semi-Auto,4003.0,Petrol,145.0,32.1,4.0
 A Class,2015.0,13109,Semi-Auto,24091.0,Diesel,20.0,68.9,2.1
 C Class,2019.0,25199,Semi-Auto,5910.0,Petrol,145.0,42.2,1.6
 CL Class,2018.0,19069,Manual,11107.0,Petrol,145.0,51.4,1.6
 A Class,2017.0,20000,Manual,13685.0,Petrol,145.0,41.5,2.0
 C Class,2016.0,13660,Manual,26682.0,Diesel,20.0,70.6,2.1
 E Class,2015.0,14995,Semi-Auto,39290.0,Diesel,125.0,58.9,2.1
 E Class,2019.0,28480,Semi-Auto,9876.0,Diesel,145.0,58.9,2.0
 E Class,2019.0,39995,Semi-Auto,5000.0,Petrol,145.0,32.9,2.0
 E Class,2019.0,47770,Automatic,1005.0,Petrol,145.0,32.5,3.0
 SLK,2015.0,16480,Semi-Auto,27877.0,Diesel,30.0,70.6,2.0
 C Class,2017.0,21295,Semi-Auto,36135.0,Diesel,30.0,65.7,2.1
 E Class,2016.0,22799,Semi-Auto,21330.0,Diesel,30.0,65.7,2.0
 V Class,2018.0,29998,Semi-Auto,40479.0,Diesel,145.0,45.6,2.2
 E Class,2019.0,25276,Semi-Auto,9045.0,Diesel,145.0,72.4,2.0
 CL Class,2017.0,17990,Manual,24377.0,Diesel,20.0,67.3,2.1
 C Class,2019.0,35980,Semi-Auto,9.0,Diesel,145.0,57.7,2.0
 A Class,2019.0,21480,Semi-Auto,10.0,Diesel,145.0,56.5,2.0
 C Class,2018.0,16498,Semi-Auto,27342.0,Diesel,150.0,64.2,2.1
 B Class,2010.0,3995,Manual,66000.0,Diesel,145.0,50.4,2.0
 C Class,2019.0,27500,Semi-Auto,5866.0,Petrol,145.0,46.3,1.5
 A Class,2016.0,13776,Manual,32412.0,Diesel,20.0,68.9,1.5
 C Class,2019.0,30349,Semi-Auto,438.0,Petrol,145.0,44.1,2.0
 GLE Class,2017.0,27357,Automatic,39110.0,Diesel,145.0,42.8,3.0
 C Class,2019.0,20799,Semi-Auto,13965.0,Diesel,145.0,61.4,2.0
 C Class,2014.0,11300,Automatic,49865.0,Diesel,145.0,56.5,2.1
 C Class,2016.0,13195,Automatic,102580.0,Diesel,30.0,61.4,2.1
 GLA Class,2018.0,19700,Automatic,10512.0,Petrol,145.0,50.4,1.6
 B Class,2019.0,23979,Semi-Auto,2982.0,Diesel,145.0,55.4,2.0
 GLA Class,2019.0,21750,Semi-Auto,6586.0,Petrol,150.0,44.8,1.6
 GLA Class,2015.0,14995,Manual,23000.0,Diesel,20.0,67.3,2.1
 GLA Class,2017.0,17850,Manual,18692.0,Petrol,145.0,48.7,1.6
 CL Class,2019.0,26249,Semi-Auto,11967.0,Diesel,145.0,51.4,2.2
 C Class,2018.0,22680,Semi-Auto,7470.0,Diesel,145.0,61.4,2.0
 GL Class,2018.0,20999,Automatic,2880.0,Diesel,145.0,56.5,2.1
 A Class,2014.0,13250,Automatic,49211.0,Diesel,30.0,64.2,1.8
 B Class,2019.0,26699,Automatic,1915.0,Diesel,145.0,55.4,2.0
 C Class,2016.0,14580,Semi-Auto,33113.0,Diesel,20.0,65.7,2.1
 S Class,2015.0,27998,Semi-Auto,17168.0,Diesel,200.0,48.7,3.0
 A Class,2016.0,19999,Semi-Auto,14066.0,Diesel,125.0,58.9,2.1
 CL Class,2017.0,20410,Semi-Auto,13895.0,Diesel,145.0,58.9,2.1
 C Class,2019.0,21899,Semi-Auto,2000.0,Diesel,145.0,64.2,1.6
 A Class,2019.0,23399,Manual,1043.0,Petrol,145.0,47.1,1.3
 GLC Class,2018.0,24750,Automatic,25046.0,Diesel,145.0,56.5,2.1
 GLA Class,2017.0,19999,Semi-Auto,16339.0,Diesel,125.0,56.5,2.1
 GLA Class,2017.0,20699,Semi-Auto,15169.0,Diesel,145.0,56.5,2.1
 A Class,2017.0,19495,Semi-Auto,23645.0,Petrol,125.0,52.3,1.6
 SL CLASS,2017.0,18152,Semi-Auto,43074.0,Petrol,145.0,48.7,1.6
 C Class,2019.0,20299,Semi-Auto,14123.0,Petrol,145.0,46.3,1.5
 E Class,2019.0,25780,Semi-Auto,14784.0,Diesel,145.0,72.4,2.0
 C Class,2018.0,25298,Semi-Auto,8702.0,Petrol,145.0,47.1,2.0
 E Class,2017.0,21399,Semi-Auto,19995.0,Diesel,145.0,72.4,2.0
 A Class,2019.0,22980,Semi-Auto,7148.0,Diesel,145.0,67.3,1.5
 CL Class,2018.0,17090,Manual,17094.0,Petrol,145.0,51.4,1.6
 C Class,2019.0,42049,Semi-Auto,6071.0,Petrol,145.0,30.4,3.0
 GLE Class,2015.0,26990,Automatic,33799.0,Diesel,260.0,42.8,3.0
 A Class,2019.0,22799,Manual,999.0,Petrol,145.0,47.1,1.3
 A Class,2020.0,23980,Semi-Auto,16.0,Diesel,145.0,56.5,2.0
 C Class,2018.0,25399,Semi-Auto,18257.0,Diesel,145.0,67.3,2.1
 CLA Class,2013.0,14400,Automatic,66000.0,Diesel,30.0,62.8,2.1
 SL CLASS,2017.0,18900,Manual,28465.0,Petrol,160.0,43.5,2.0
 A Class,2017.0,17999,Semi-Auto,30000.0,Petrol,145.0,52.3,1.6
 B Class,2012.0,9995,Automatic,43000.0,Diesel,30.0,60.1,1.8
 SL CLASS,2019.0,30899,Semi-Auto,3362.0,Petrol,145.0,47.1,2.0
 E Class,2018.0,28790,Semi-Auto,13534.0,Diesel,145.0,57.7,2.0
 E Class,2017.0,19250,Automatic,33369.0,Diesel,150.0,65.7,2.0
 A Class,2019.0,33889,Semi-Auto,1000.0,Petrol,145.0,36.7,2.0
 SL CLASS,2019.0,51096,Semi-Auto,2281.0,Petrol,145.0,36.7,3.0
 E Class,2019.0,34820,Automatic,6999.0,Diesel,145.0,45.6,2.0
 C Class,2019.0,49669,Semi-Auto,1000.0,Petrol,145.0,29.1,3.0
 B Class,2020.0,25900,Automatic,1600.0,Diesel,145.0,55.4,2.0
 B Class,2019.0,23280,Automatic,6441.0,Petrol,145.0,44.1,1.3
 GLE Class,2017.0,39991,Automatic,17800.0,Diesel,300.0,39.2,3.0
 C Class,2017.0,18970,Automatic,19858.0,Diesel,145.0,64.2,1.6
 GL Class,2014.0,16499,Automatic,35598.0,Diesel,145.0,55.4,2.1
 CL Class,2019.0,26049,Semi-Auto,14042.0,Diesel,150.0,51.4,2.2
 CL Class,2016.0,19199,Semi-Auto,27609.0,Diesel,20.0,67.3,2.1
 B Class,2019.0,26099,Automatic,5034.0,Diesel,145.0,55.4,2.0
 A Class,2016.0,16400,Automatic,28076.0,Diesel,20.0,74.3,1.5
 C Class,2019.0,54990,Automatic,1600.0,Petrol,150.0,28.5,4.0
 GLA Class,2019.0,21980,Semi-Auto,9708.0,Petrol,145.0,44.8,1.6
 CL Class,2017.0,17820,Automatic,5042.0,Diesel,145.0,67.3,2.1
 GLA Class,2016.0,18485,Semi-Auto,27931.0,Diesel,125.0,56.5,2.1
 C Class,2016.0,15000,Manual,32254.0,Diesel,30.0,65.7,1.6
 C Class,2016.0,17300,Automatic,42310.0,Diesel,30.0,64.2,2.1
 A Class,2016.0,13299,Automatic,28315.0,Diesel,20.0,74.3,1.5
 C Class,2019.0,29949,Automatic,2323.0,Petrol,145.0,44.1,2.0
 GLC Class,2017.0,36000,Semi-Auto,15250.0,Petrol,145.0,34.0,3.0
 A Class,2018.0,17299,Semi-Auto,12450.0,Petrol,145.0,52.3,1.6
 E Class,2017.0,21849,Semi-Auto,17285.0,Diesel,145.0,61.4,2.0
 S Class,2017.0,36890,Automatic,22657.0,Hybrid,20.0,61.4,2.1
 B Class,2017.0,17480,Semi-Auto,16345.0,Petrol,125.0,51.4,1.6
 A Class,2019.0,25490,Automatic,1700.0,Diesel,145.0,56.5,2.0
 E Class,2019.0,27980,Semi-Auto,14338.0,Diesel,145.0,65.7,2.0
 A Class,2019.0,19284,Semi-Auto,12198.0,Diesel,145.0,65.7,1.5
 A Class,2016.0,14499,Semi-Auto,36063.0,Diesel,20.0,70.6,2.1
 CLS Class,2019.0,44498,Semi-Auto,5428.0,Diesel,145.0,47.9,2.9
 A Class,2018.0,19350,Semi-Auto,14792.0,Diesel,145.0,67.3,1.5
 CL Class,2015.0,23499,Automatic,58786.0,Petrol,200.0,39.8,2.0
 SL CLASS,2017.0,20191,Semi-Auto,24584.0,Petrol,145.0,47.9,2.0
 V Class,2018.0,43991,Semi-Auto,12572.0,Diesel,150.0,44.8,2.2
 C Class,2016.0,14700,Automatic,59023.0,Diesel,30.0,64.2,1.6
 E Class,2017.0,21498,Automatic,23084.0,Diesel,150.0,61.4,2.0
 GLA Class,2016.0,15998,Semi-Auto,52029.0,Diesel,125.0,56.5,2.1
 SL CLASS,2016.0,18890,Semi-Auto,27001.0,Diesel,30.0,70.6,2.1
 M Class,2010.0,8990,Automatic,128000.0,Diesel,555.0,32.5,3.0
 C Class,2014.0,13791,Semi-Auto,53144.0,Diesel,20.0,64.2,2.1
 C Class,2017.0,16991,Semi-Auto,41603.0,Diesel,30.0,64.2,2.1
 E Class,2017.0,23499,Semi-Auto,7898.0,Diesel,145.0,67.3,2.0
 E Class,2019.0,25490,Semi-Auto,3010.0,Diesel,145.0,67.3,2.0
 C Class,2019.0,31999,Semi-Auto,2570.0,Diesel,145.0,57.7,2.0
 GL Class,2016.0,25999,Automatic,19859.0,Diesel,125.0,56.5,2.1
 C Class,2019.0,26280,Semi-Auto,11923.0,Diesel,145.0,51.4,2.0
 C Class,2019.0,19849,Semi-Auto,14085.0,Petrol,145.0,46.3,1.5
 GLC Class,2020.0,37189,Semi-Auto,1000.0,Diesel,145.0,40.9,2.0
 V Class,2019.0,48990,Automatic,3834.0,Diesel,145.0,36.7,2.0
 E Class,2019.0,26980,Semi-Auto,14105.0,Diesel,145.0,67.3,2.0
 A Class,2017.0,16850,Semi-Auto,28206.0,Diesel,20.0,67.3,2.1
 E Class,2016.0,17990,Automatic,37778.0,Diesel,125.0,56.5,2.1
 C Class,2018.0,27998,Semi-Auto,6787.0,Diesel,145.0,57.7,2.0
 GLC Class,2020.0,43995,Semi-Auto,4999.0,Diesel,150.0,44.8,2.0
 A Class,2016.0,13450,Manual,43000.0,Diesel,20.0,72.4,1.5
 C Class,2017.0,23450,Automatic,18199.0,Diesel,125.0,61.4,2.1
 A Class,2020.0,28989,Manual,3150.0,Petrol,145.0,45.6,1.3
 CL Class,2019.0,26799,Semi-Auto,3569.0,Petrol,145.0,38.2,2.0
 E Class,2016.0,17995,Automatic,39980.0,Diesel,30.0,65.7,2.0
 E Class,2019.0,32500,Semi-Auto,513.0,Diesel,145.0,45.6,2.0
 C Class,2011.0,7995,Automatic,62000.0,Diesel,145.0,56.5,2.1
 CL Class,2016.0,28490,Semi-Auto,25000.0,Petrol,200.0,40.9,2.0
 E Class,2019.0,61990,Automatic,169.0,Petrol,145.0,30.1,4.0
 C Class,2019.0,39290,Semi-Auto,4651.0,Petrol,145.0,30.4,3.0
 C Class,2019.0,28896,Automatic,6765.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,30099,Semi-Auto,2924.0,Diesel,145.0,56.5,2.0
 C Class,2014.0,11295,Automatic,45000.0,Petrol,160.0,46.3,1.6
 E Class,2014.0,11650,Semi-Auto,51770.0,Diesel,125.0,58.9,2.1
 E Class,2018.0,22691,Automatic,16806.0,Diesel,145.0,61.4,2.0
 A Class,2019.0,23499,Manual,504.0,Petrol,145.0,47.1,1.3
 GL Class,2017.0,17399,Automatic,69751.0,Diesel,125.0,56.5,2.1
 C Class,2015.0,15700,Automatic,21695.0,Diesel,20.0,64.2,2.1
 E Class,2020.0,37890,Semi-Auto,2499.0,Diesel,145.0,57.7,2.0
 C Class,2015.0,19990,Semi-Auto,12469.0,Diesel,30.0,64.2,2.1
 M Class,2015.0,21643,Automatic,46023.0,Diesel,205.0,39.2,2.1
 GLA Class,2019.0,25299,Automatic,2838.0,Diesel,145.0,64.2,2.1
 C Class,2019.0,25999,Semi-Auto,12353.0,Diesel,145.0,61.4,2.0
 C Class,2016.0,20500,Automatic,25113.0,Diesel,30.0,64.2,2.1
 E Class,2018.0,30980,Semi-Auto,6951.0,Diesel,145.0,70.6,2.0
 C Class,2019.0,29399,Semi-Auto,283.0,Petrol,145.0,42.2,1.6
 CL Class,2019.0,26099,Semi-Auto,13417.0,Diesel,145.0,51.4,2.2
 B Class,2017.0,13500,Semi-Auto,15500.0,Diesel,20.0,70.6,1.5
 C Class,2019.0,30500,Semi-Auto,2105.0,Diesel,145.0,61.4,2.0
 GLA Class,2019.0,17600,Manual,20854.0,Petrol,145.0,40.9,1.6
 A Class,2017.0,16450,Semi-Auto,27888.0,Petrol,30.0,55.4,1.6
 GLC Class,2017.0,29990,Automatic,13919.0,Diesel,150.0,56.5,2.1
 C Class,2019.0,26076,Semi-Auto,4510.0,Diesel,145.0,61.4,2.0
 E Class,2015.0,17248,Automatic,39692.0,Diesel,145.0,53.3,3.0
 C Class,2019.0,20482,Semi-Auto,14061.0,Petrol,145.0,46.3,1.5
 C Class,2019.0,28400,Semi-Auto,1287.0,Diesel,145.0,56.5,2.0
 E Class,2019.0,43750,Automatic,150.0,Diesel,145.0,47.1,3.0
 A Class,2020.0,25729,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 C Class,2018.0,20690,Semi-Auto,15900.0,Petrol,145.0,48.7,2.0
180,2014.0,10799,Manual,39240.0,Diesel,20.0,72.4,1.5
 C Class,2010.0,5999,Manual,68000.0,Diesel,145.0,56.5,2.1
 C Class,2019.0,53990,Automatic,2225.0,Petrol,145.0,28.5,4.0
 GLE Class,2019.0,50599,Semi-Auto,9339.0,Petrol,145.0,30.1,3.0
 C Class,2018.0,24750,Automatic,14788.0,Petrol,145.0,46.3,1.5
 E Class,2017.0,18250,Automatic,35090.0,Diesel,150.0,72.4,2.0
 C Class,2017.0,16995,Semi-Auto,19372.0,Diesel,145.0,64.2,1.6
 GLC Class,2016.0,21000,Automatic,68594.0,Diesel,125.0,56.5,2.1
 CL Class,2017.0,20995,Automatic,9514.0,Diesel,145.0,67.3,2.1
 C Class,2017.0,16489,Automatic,62480.0,Diesel,30.0,60.1,2.1
 C Class,2019.0,25980,Semi-Auto,9156.0,Diesel,145.0,64.2,2.0
 E Class,2013.0,13000,Automatic,54490.0,Diesel,160.0,51.4,2.1
 GLC Class,2017.0,27199,Semi-Auto,21452.0,Diesel,145.0,56.5,2.1
 SLK,2001.0,3950,Automatic,91000.0,Petrol,325.0,30.0,2.3
 C Class,2016.0,13498,Manual,32174.0,Diesel,20.0,70.6,2.1
 C Class,2020.0,34991,Semi-Auto,1000.0,Petrol,145.0,43.5,2.0
 E Class,2019.0,44995,Semi-Auto,750.0,Diesel,145.0,47.1,3.0
 E Class,2018.0,33688,Semi-Auto,1500.0,Diesel,145.0,42.8,3.0
 GLC Class,2020.0,47980,Semi-Auto,3999.0,Petrol,145.0,27.4,3.0
 GLC Class,2017.0,23900,Automatic,21969.0,Diesel,145.0,56.5,2.1
 C Class,2017.0,17998,Semi-Auto,16291.0,Petrol,145.0,50.4,2.0
 E Class,2019.0,43750,Automatic,2963.0,Petrol,145.0,33.7,2.0
 GLA Class,2018.0,21486,Automatic,9659.0,Diesel,145.0,58.9,2.1
 E Class,2019.0,38399,Automatic,5493.0,Diesel,145.0,48.7,3.0
 CL Class,2019.0,26799,Semi-Auto,3532.0,Petrol,145.0,38.2,2.0
 GLE Class,2017.0,29462,Automatic,17440.0,Diesel,145.0,47.9,2.1
 GLE Class,2019.0,48900,Automatic,10163.0,Diesel,150.0,35.8,2.0
 C Class,2019.0,29623,Automatic,7500.0,Diesel,145.0,64.2,2.0
 B Class,2017.0,13500,Manual,24276.0,Diesel,30.0,65.7,2.1
 GLC Class,2019.0,40000,Semi-Auto,4000.0,Diesel,145.0,40.9,2.0
 E Class,2019.0,37481,Semi-Auto,4800.0,Petrol,150.0,40.4,2.0
 C Class,2016.0,20890,Semi-Auto,25726.0,Diesel,20.0,68.9,2.1
 E Class,2015.0,17495,Automatic,44000.0,Diesel,145.0,53.3,3.0
 GLC Class,2017.0,23800,Automatic,59879.0,Diesel,145.0,56.5,2.1
 GLE Class,2019.0,87459,Semi-Auto,1493.0,Petrol,145.0,23.7,5.5
 C Class,2019.0,34399,Semi-Auto,3414.0,Petrol,145.0,44.1,2.0
 GLE Class,2016.0,30998,Semi-Auto,19574.0,Diesel,240.0,42.8,3.0
 C Class,2020.0,30500,Semi-Auto,100.0,Diesel,145.0,64.2,2.0
 C Class,2019.0,25399,Automatic,6612.0,Petrol,145.0,45.6,1.5
 C Class,2019.0,31999,Semi-Auto,1000.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,28991,Automatic,12583.0,Diesel,145.0,54.3,2.0
 A Class,2018.0,17000,Semi-Auto,8688.0,Petrol,150.0,49.6,1.6
 CL Class,2019.0,29980,Semi-Auto,3999.0,Petrol,145.0,44.1,1.3
 B Class,2020.0,24264,Automatic,2430.0,Diesel,145.0,55.4,2.0
 C Class,2020.0,41900,Automatic,6000.0,Diesel,145.0,55.4,2.0
 A Class,2020.0,48980,Semi-Auto,9.0,Petrol,145.0,32.8,2.0
 A Class,2018.0,21450,Automatic,4658.0,Diesel,150.0,74.3,1.5
 A Class,2017.0,17901,Manual,30000.0,Diesel,150.0,62.8,2.1
 E Class,2016.0,15995,Semi-Auto,60931.0,Diesel,125.0,58.9,2.1
 C Class,2018.0,21695,Automatic,8090.0,Petrol,145.0,46.3,1.5
 CLS Class,2019.0,45386,Automatic,2987.0,Diesel,145.0,47.9,2.9
 B Class,2019.0,20900,Automatic,12819.0,Petrol,145.0,45.6,1.3
 C Class,2013.0,10999,Automatic,63930.0,Diesel,145.0,53.3,2.1
 A Class,2017.0,16950,Automatic,29262.0,Diesel,145.0,68.9,2.1
 C Class,2019.0,41000,Semi-Auto,5339.0,Petrol,145.0,28.8,3.0
 A Class,2017.0,13503,Manual,30529.0,Diesel,145.0,80.7,1.5
 A Class,2019.0,17690,Manual,13081.0,Petrol,145.0,28.5,1.3
 GLA Class,2015.0,15640,Semi-Auto,47370.0,Diesel,125.0,55.4,2.1
 C Class,2019.0,24290,Semi-Auto,5542.0,Petrol,145.0,42.2,1.6
 A Class,2018.0,18299,Automatic,10944.0,Petrol,145.0,28.5,1.3
 SL CLASS,2019.0,49899,Automatic,1279.0,Petrol,145.0,36.7,3.0
 C Class,2020.0,29880,Semi-Auto,3000.0,Diesel,145.0,64.2,2.0
 GLA Class,2016.0,20624,Semi-Auto,20026.0,Diesel,125.0,56.5,2.1
 C Class,2019.0,27499,Semi-Auto,3462.0,Diesel,145.0,60.1,1.6
 C Class,2020.0,36990,Semi-Auto,3953.0,Petrol,145.0,42.2,2.0
 A Class,2019.0,23745,Automatic,2751.0,Diesel,145.0,56.5,2.0
 E Class,2019.0,28480,Semi-Auto,14827.0,Diesel,145.0,58.9,2.0
 C Class,2016.0,19328,Automatic,25042.0,Diesel,30.0,64.2,2.1
 GLE Class,2019.0,49229,Automatic,1000.0,Diesel,145.0,36.7,2.0
 E Class,2019.0,39700,Automatic,11286.0,Diesel,145.0,44.8,2.0
 S Class,2019.0,44980,Automatic,12007.0,Diesel,145.0,52.3,3.0
 E Class,2017.0,19200,Automatic,55910.0,Diesel,145.0,67.3,2.0
 M Class,2015.0,20500,Automatic,44529.0,Diesel,205.0,39.2,2.1
 A Class,2020.0,26980,Semi-Auto,9.0,Diesel,145.0,56.5,2.0
 B Class,2019.0,21980,Semi-Auto,12754.0,Petrol,145.0,45.6,1.3
 C Class,2014.0,14490,Semi-Auto,31801.0,Diesel,20.0,64.2,2.1
 S Class,2016.0,30000,Automatic,27000.0,Diesel,160.0,50.4,3.0
 B Class,2013.0,9995,Manual,35000.0,Diesel,20.0,64.2,1.5
 GLA Class,2019.0,20000,Manual,7553.0,Petrol,145.0,40.9,1.6
 C Class,2015.0,15995,Automatic,52000.0,Diesel,20.0,67.3,2.1
 GLE Class,2016.0,27998,Semi-Auto,21750.0,Diesel,205.0,47.9,2.1
 E Class,2015.0,10991,Manual,110000.0,Diesel,125.0,60.1,2.1
 GLC Class,2019.0,38399,Semi-Auto,3772.0,Diesel,145.0,40.9,2.0
 E Class,2018.0,20795,Semi-Auto,42097.0,Diesel,145.0,65.7,2.0
 E Class,2019.0,38995,Semi-Auto,2419.0,Diesel,145.0,46.3,3.0
 A Class,2017.0,16980,Automatic,21430.0,Petrol,145.0,52.3,1.6
 E Class,2016.0,19498,Semi-Auto,33249.0,Diesel,145.0,54.3,3.0
 B Class,2019.0,21394,Automatic,9573.0,Petrol,145.0,45.6,1.3
 A Class,2017.0,13495,Manual,33000.0,Petrol,150.0,51.4,1.6
 C Class,2019.0,28315,Semi-Auto,10042.0,Diesel,145.0,56.5,2.0
 E Class,2013.0,13298,Automatic,28500.0,Diesel,145.0,54.3,2.1
 C Class,2018.0,23799,Automatic,5905.0,Petrol,145.0,49.6,2.0
 M Class,2013.0,17500,Automatic,84000.0,Diesel,205.0,44.8,2.1
 A Class,2018.0,19990,Automatic,16000.0,Diesel,145.0,67.3,1.5
 C Class,2017.0,18500,Automatic,29689.0,Diesel,30.0,61.4,2.1
 C Class,2016.0,15975,Manual,37419.0,Petrol,125.0,51.4,2.0
 E Class,2016.0,19990,Semi-Auto,47805.0,Diesel,145.0,54.3,3.0
 CL Class,2016.0,16989,Manual,34726.0,Petrol,125.0,51.4,1.6
 E Class,2018.0,23900,Automatic,25320.0,Diesel,145.0,58.9,2.0
 E Class,2018.0,23102,Semi-Auto,25319.0,Diesel,145.0,61.4,2.0
 GLA Class,2017.0,19701,Semi-Auto,18000.0,Petrol,145.0,43.5,2.0
 A Class,2020.0,25879,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 E Class,2017.0,21607,Automatic,20112.0,Diesel,165.0,52.3,3.0
 GLC Class,2019.0,29260,Automatic,11745.0,Diesel,145.0,56.5,2.1
 C Class,2019.0,26589,Semi-Auto,3762.0,Diesel,145.0,60.1,1.6
 GLE Class,2019.0,56490,Semi-Auto,5554.0,Diesel,145.0,32.5,3.0
 A Class,2019.0,18990,Semi-Auto,7679.0,Diesel,145.0,68.9,1.5
 B Class,2019.0,27890,Automatic,11162.0,Diesel,145.0,53.3,2.0
 C Class,2016.0,19995,Semi-Auto,17560.0,Petrol,145.0,49.6,2.0
 E Class,2016.0,19802,Semi-Auto,9582.0,Petrol,160.0,46.3,2.0
 E Class,2016.0,16982,Semi-Auto,43446.0,Diesel,20.0,72.4,2.0
 E Class,2019.0,24749,Semi-Auto,15181.0,Diesel,145.0,72.4,2.0
 A Class,2017.0,15472,Manual,24475.0,Diesel,145.0,68.9,1.5
 C Class,2017.0,17400,Automatic,52897.0,Other,0.0,134.5,2.0
 A Class,2019.0,19500,Automatic,15892.0,Petrol,150.0,28.5,1.3
 S Class,2018.0,41632,Semi-Auto,12955.0,Diesel,145.0,52.3,3.0
 A Class,2017.0,16450,Semi-Auto,37112.0,Diesel,20.0,68.9,2.1
 E Class,2019.0,46980,Semi-Auto,9648.0,Petrol,145.0,32.5,3.0
 C Class,2019.0,30999,Semi-Auto,7144.0,Diesel,145.0,57.7,2.0
 E Class,2017.0,20599,Semi-Auto,21494.0,Diesel,145.0,72.4,2.0
 C Class,2019.0,30299,Automatic,7478.0,Diesel,145.0,55.4,2.0
 A Class,2019.0,19990,Semi-Auto,14502.0,Diesel,145.0,65.7,1.5
 GLA Class,2019.0,22949,Semi-Auto,11810.0,Diesel,145.0,67.3,2.1
 E Class,2019.0,26499,Automatic,3350.0,Diesel,145.0,67.3,2.0
 GLC Class,2016.0,31695,Automatic,13778.0,Diesel,145.0,56.5,2.1
 B Class,2019.0,25850,Automatic,15901.0,Diesel,145.0,54.3,2.0
 GLC Class,2020.0,47459,Semi-Auto,1000.0,Petrol,145.0,26.4,3.0
 A Class,2017.0,15800,Manual,24602.0,Diesel,30.0,62.8,2.1
 A Class,2017.0,16190,Manual,33912.0,Diesel,20.0,68.9,1.5
 GLA Class,2018.0,25480,Semi-Auto,12695.0,Diesel,145.0,56.5,2.1
 C Class,2016.0,14000,Automatic,44263.0,Diesel,20.0,65.7,2.1
 E Class,2016.0,18902,Semi-Auto,44987.0,Diesel,20.0,67.3,2.0
 E Class,2016.0,18280,Semi-Auto,40184.0,Diesel,30.0,65.7,2.0
 B Class,2019.0,24799,Semi-Auto,3906.0,Diesel,145.0,55.4,2.0
 GLA Class,2017.0,19890,Semi-Auto,20969.0,Diesel,145.0,56.5,2.1
 A Class,2017.0,17880,Semi-Auto,7615.0,Diesel,145.0,68.9,2.1
 C Class,2017.0,20623,Automatic,37013.0,Diesel,125.0,58.9,2.1
 C Class,2014.0,13490,Semi-Auto,68422.0,Diesel,30.0,64.2,2.1
 E Class,2019.0,34980,Semi-Auto,7068.0,Diesel,145.0,57.7,2.0
